run_id,scraped_at,page_number,book_url,title,category,upc,rating,price_gbp,exchange_rate_gbp_rub,price_rub,availability,is_in_stock
20260330T081729Z,2026-03-30 08:17:29+00:00,17,https://books.toscrape.com/catalogue/cell_674/index.html,Cell,Add a comment,bfbb54bc8cdeed2b,4,20.29,108.011592,2191.56,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,17,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,Code Name Verity (Code Name Verity #1),Add a comment,33a3e0e3ffde0dcd,4,22.13,108.011592,2390.3,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,43,https://books.toscrape.com/catalogue/cosmos_141/index.html,Cosmos,Add a comment,dbe33cf29ef1623d,2,36.17,108.011592,3906.78,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,32,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html,Evicted: Poverty and Profit in the American City,Add a comment,75cc85cdbe9ad46b,1,42.27,108.011592,4565.65,In stock (5 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,32,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html,Find Her (Detective D.D. Warren #8),Add a comment,b28c7d07afa7063b,1,22.37,108.011592,2416.22,In stock (5 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,43,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,2ed3a794a70aa85f,4,21.28,108.011592,2298.49,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,29,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,Fun Home: A Family Tragicomic,Add a comment,56a34d0cec11d6b0,4,56.59,108.011592,6112.38,In stock (6 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,27,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,Good in Bed (Cannie Shapiro #1),Add a comment,c00bc29a678a6efb,5,37.05,108.011592,4001.83,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,27,https://books.toscrape.com/catalogue/john-adams_472/index.html,John Adams,Add a comment,68407606544d6f22,4,57.43,108.011592,6203.11,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,5,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,228f74b74f3a08ae,2,53.9,108.011592,5821.82,In stock (16 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,49,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html,Lord of the Flies,Add a comment,71a6471bbdac21d9,3,24.89,108.011592,2688.41,In stock (1 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,41,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,Manuscript Found in Accra,Add a comment,546da23278482b0a,2,34.98,108.011592,3778.25,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,29,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,Mere Christianity,Add a comment,f38f37ed934d84b2,3,48.51,108.011592,5239.64,In stock (6 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,10,https://books.toscrape.com/catalogue/modern-romance_820/index.html,Modern Romance,Add a comment,caf4fe9311f1dc59,5,28.26,108.011592,3052.41,In stock (15 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,15,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,More Than Music (Chasing the Dream #1),Add a comment,47d47155e89c8be7,2,37.61,108.011592,4062.32,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,5,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,On a Midnight Clear,Add a comment,b757c0c361e689ce,3,14.07,108.011592,1519.72,In stock (16 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,19,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,One with You (Crossfire #5),Add a comment,81ef44fcc5f454df,4,15.71,108.011592,1696.86,In stock (12 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,29,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,Pride and Prejudice,Add a comment,720c36b2bee4692e,4,19.27,108.011592,2081.38,In stock (6 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,40,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html,Rogue Lawyer (Rogue Lawyer #1),Add a comment,b4f5672f68ec3a83,3,50.11,108.011592,5412.46,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,18,https://books.toscrape.com/catalogue/rook_647/index.html,Rook,Add a comment,44d97b6707dae3f0,4,37.86,108.011592,4089.32,In stock (13 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,40,https://books.toscrape.com/catalogue/sarahs-key_217/index.html,Sarah's Key,Add a comment,5b2cd5b31a510848,1,46.29,108.011592,4999.86,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,40,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html,Seven Days in the Art World,Add a comment,07806456878931bc,2,52.33,108.011592,5652.25,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,9,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,"Shobu Samurai, Project Aryoku (#3)",Add a comment,0c27e6c3744fc14b,3,29.06,108.011592,3138.82,In stock (15 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,26,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,ba047a636b7d3793,5,20.12,108.011592,2173.19,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,4,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,The Art Forger,Add a comment,80cfab6bcff3a244,3,40.76,108.011592,4402.55,In stock (16 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,39,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html,The Blind Side: Evolution of a Game,Add a comment,cd3dcd83bb002e78,5,53.71,108.011592,5801.3,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,39,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html,The Case for Christ (Cases for Christianity),Add a comment,970bd3316219e7dc,1,47.84,108.011592,5167.27,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,39,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html,The Catcher in the Rye,Add a comment,487449f4f6322f0f,1,24.55,108.011592,2651.68,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,19,https://books.toscrape.com/catalogue/the-children_633/index.html,The Children,Add a comment,64fd010bf8d15096,3,11.88,108.011592,1283.18,In stock (12 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,47,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html,The Communist Manifesto,Add a comment,18b4545a5ed15581,3,14.76,108.011592,1594.25,In stock (1 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,39,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html,The Complete Poems,Add a comment,23707d3ddf14a999,5,41.32,108.011592,4463.04,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,13,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,The Dovekeepers,Add a comment,3d76bc83c6b644c9,1,48.78,108.011592,5268.81,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,26,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,The Drowning Girls,Add a comment,7a10353c9c54cf7c,3,35.67,108.011592,3852.77,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,38,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,b3f2bc2cefb35f05,4,22.13,108.011592,2390.3,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,38,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,8f5d16a5a9bd58b2,1,57.48,108.011592,6208.51,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,26,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,The Glass Castle,Add a comment,47f4fd3e8e1dac05,1,16.24,108.011592,1754.11,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,28,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,The God Delusion,Add a comment,2bc80eba94950873,3,46.85,108.011592,5060.34,In stock (6 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,28,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,The Golden Compass (His Dark Materials #1),Add a comment,d33824cb93ecab6f,1,18.77,108.011592,2027.38,In stock (6 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,19,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,3063c7e95d0bf76f,4,59.15,108.011592,6388.89,In stock (12 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,38,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,a8b0ea6490bc818f,3,47.8,108.011592,5162.95,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,47,https://books.toscrape.com/catalogue/the-iliad_69/index.html,The Iliad,Add a comment,86d8bd7afa5b51b3,1,16.16,108.011592,1745.47,In stock (1 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,13,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,The Immortal Life of Henrietta Lacks,Add a comment,f72f61ad6a5f12ed,2,40.67,108.011592,4392.83,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,28,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,The Joy of Cooking,Add a comment,d326e189b1210916,4,43.27,108.011592,4673.66,In stock (6 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,47,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html,The Light of the Fireflies,Add a comment,04e43893e32f9d29,1,54.43,108.011592,5879.07,In stock (1 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,19,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,14e44163678e24dc,1,26.2,108.011592,2829.9,In stock (12 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,4,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,31075275518532d7,4,23.89,108.011592,2580.4,In stock (16 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,47,https://books.toscrape.com/catalogue/the-odyssey_77/index.html,The Odyssey,Add a comment,f0512adadffd2480,3,29.64,108.011592,3201.46,In stock (1 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,37,https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,0e7beedf0ee9380c,3,37.19,108.011592,4016.95,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,30,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,The Raven King (The Raven Cycle #4),Add a comment,2e4fc5eacceec12c,2,30.57,108.011592,3301.91,In stock (5 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,47,https://books.toscrape.com/catalogue/the-republic_78/index.html,The Republic,Add a comment,0ec9d2b018fb10d8,3,33.78,108.011592,3648.63,In stock (1 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,37,https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,The Rest Is Noise: Listening to the Twentieth Century,Add a comment,e2d47e82c50d41d9,1,34.77,108.011592,3755.56,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,45,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html,The Sense of an Ending,Add a comment,4130678275eb7c8c,3,31.38,108.011592,3389.4,In stock (2 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,12,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,The Song of Achilles,Add a comment,e88fb1c9397cfb27,5,37.4,108.011592,4039.63,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,36,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,224fa77d4b248046,2,10.02,108.011592,1082.28,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,3,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,The Torch Is Passed: A Harding Family Story,Add a comment,4eed62cf5f8d8edf,1,19.09,108.011592,2061.94,In stock (16 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,12,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,The White Queen (The Cousins' War #1),Add a comment,6875c5657661b2fb,5,25.91,108.011592,2798.58,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,22,https://books.toscrape.com/catalogue/watchmen_579/index.html,Watchmen,Add a comment,d1848064c54e01c7,4,58.05,108.011592,6270.07,In stock (9 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,22,https://books.toscrape.com/catalogue/without-shame_580/index.html,Without Shame,Add a comment,ab60e6f5a63e1cfb,5,48.27,108.011592,5213.72,In stock (9 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,43,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,Fifty Shades Freed (Fifty Shades #3),Adult Fiction,ed813a848580ba50,5,15.36,108.011592,1659.06,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,23,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,d6d9ffea95f2f8bf,4,48.63,108.011592,5252.6,In stock (9 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,16,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,Feathers: Displays of Brilliant Plumage,Art,9194ae88379dbf1a,3,49.05,108.011592,5297.97,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,24,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html,History of Beauty,Art,8a150fd8ff5d7686,4,10.29,108.011592,1111.44,In stock (8 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,26,https://books.toscrape.com/catalogue/the-art-book_490/index.html,The Art Book,Art,4b8fa561a1e52d1c,2,32.34,108.011592,3493.09,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,23,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,The New Drawing on the Right Side of the Brain,Art,3eec766dda26fa64,3,43.02,108.011592,4646.66,In stock (8 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,26,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,The Story of Art,Art,9147c5251cc99eb1,4,41.14,108.011592,4443.6,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,2,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,Wall and Piece,Art,ccd9ffa25efabdea,4,44.18,108.011592,4771.95,In stock (18 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,46,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html,Ways of Seeing,Art,66a4e422b212726a,5,39.51,108.011592,4267.54,In stock (1 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,45,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,A Heartbreaking Work of Staggering Genius,Autobiography,c9770bb1d5a492a0,5,54.29,108.011592,5863.95,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,32,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,Approval Junkie: Adventures in Caring Too Much,Autobiography,612369a5947a012e,5,58.81,108.011592,6352.16,In stock (5 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,21,https://books.toscrape.com/catalogue/lab-girl_595/index.html,Lab Girl,Autobiography,825d6c44da3ca5a6,1,40.85,108.011592,4412.27,In stock (11 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,41,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,Life Without a Recipe,Autobiography,c53d9fefcda371e9,5,59.04,108.011592,6377.0,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,41,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,Lust & Wonder,Autobiography,0dcadb06206abd3c,2,11.87,108.011592,1282.1,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,21,https://books.toscrape.com/catalogue/m-train_598/index.html,M Train,Autobiography,5569c3fea112718e,1,27.18,108.011592,2935.76,In stock (11 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,41,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,Me Talk Pretty One Day,Autobiography,abc4a7ee16c21088,2,57.6,108.011592,6221.47,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,40,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html,Running with Scissors,Autobiography,28921443f052bea6,4,12.91,108.011592,1394.43,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,9,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,The Argonauts,Autobiography,c99761a700ade23f,2,10.93,108.011592,1180.57,In stock (15 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,28,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,Benjamin Franklin: An American Life,Biography,5b546a46a86a9d8c,3,48.19,108.011592,5205.08,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,10,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,Louisa: The Extraordinary Life of Mrs. Adams,Biography,d69dd8dac66f9f84,2,16.85,108.011592,1820.0,In stock (15 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,20,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,b06599b108e83f98,2,21.15,108.011592,2284.45,In stock (11 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,26,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,57f85720e54d6442,1,39.55,108.011592,4271.86,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,37,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,1a5044d233936b1a,3,42.57,108.011592,4598.05,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,21,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,Born for This: How to Find the Work You Were Meant to Do,Business,816180220e8cb419,5,21.59,108.011592,2331.97,In stock (11 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,15,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,Made to Stick: Why Some Ideas Survive and Others Die,Business,b96fc7a0ea7d4b45,5,38.85,108.011592,4196.25,In stock (14 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,19,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,8976d9161c027142,1,43.14,108.011592,4659.62,In stock (12 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,40,https://books.toscrape.com/catalogue/rework_212/index.html,Rework,Business,8e9dd8431170c09e,2,44.88,108.011592,4847.56,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,26,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,"Rich Dad, Poor Dad",Business,8486f61aa81a3daa,1,51.74,108.011592,5588.52,In stock (7 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,9,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,Shoe Dog: A Memoir by the Creator of NIKE,Business,0e0dcc3339602b28,2,23.99,108.011592,2591.2,In stock (15 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,9,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,56e4f9eab2e8e674,3,27.55,108.011592,2975.72,In stock (15 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,20,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,The Art of Startup Fundraising,Business,1c584f82a7a1c4f0,3,21.0,108.011592,2268.24,In stock (11 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,1,https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,The Dirty Little Secrets of Getting Your Dream Job,Business,2597b5a345f45e1b,4,33.34,108.011592,3601.11,In stock (19 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,23,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,a2308a936e898d48,1,36.91,108.011592,3986.71,In stock (8 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,38,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,70c7c3ca7f9b2728,3,33.92,108.011592,3663.75,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,7,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,The Third Wave: An Entrepreneurâs Vision of the Future,Business,3bebf34ee9330cbd,5,12.61,108.011592,1362.03,In stock (15 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,44,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,Are We There Yet?,Childrens,ef9c4f2465513956,3,10.66,108.011592,1151.4,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,2,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,Birdsong: A Story in Pictures,Childrens,9528d0948525bf5f,3,54.64,108.011592,5901.75,In stock (19 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,50,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,1774749f2cee292f,3,22.85,108.011592,2468.06,In stock (1 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,43,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,Counting Thyme,Childrens,157f693d9e600ccc,1,10.62,108.011592,1147.08,In stock (3 available),True
20260330T081729Z,2026-03-30 08:17:29+00:00,46,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,d7b463918d3b8c39,4,52.88,108.011592,5711.65,In stock (2 available),True
